,Topic,Words,Frequency,Timestamp
12018,325,"stadt, niederwasser, sportstadium, pegelinformationen, zentraleuropa",1,2021-02-01 22:22:25.371428608+00:00
12019,338,"entging, stausee, dafuer, tendenz, jetstream",1,2021-02-01 22:22:25.371428608+00:00
12020,346,"newsblog, digitalministerium, surfende, buntmedien, tiny",1,2021-02-01 22:22:25.371428608+00:00
12021,348,"spektakulaere, eckwarderhoerne, schiffbilderde, wegschwemmt, herbstsonne",1,2021-02-01 22:22:25.371428608+00:00
12022,353,"sinkt, wasserstand, staus, vorwarnzeiten, vorgaengerbaus",1,2021-02-01 22:22:25.371428608+00:00
12023,378,"ortsteile, blieb, foehnsturm, schneefaellen, flussstrecke",1,2021-02-01 22:22:25.371428608+00:00
12024,441,"fotofarmer, rhein, verhaftet, blamage, schutzgitter",1,2021-02-01 22:22:25.371428608+00:00
12025,456,"schoen, werkkunstschule, romantischer, marcozitzow, fujilove",1,2021-02-01 22:22:25.371428608+00:00
12026,468,"polizei, mglw, stadtgemeinde, medienhafen, beschaedigen",2,2021-02-01 22:22:25.371428608+00:00
12027,-1,"frachtschiffes, whatsthestorymorningglory, betonspundwandromantik, peilen, billgates",30,2021-02-02 19:09:04.114285824+00:00
12028,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",35,2021-02-02 19:09:04.114285824+00:00
12029,2,"einwohner, teststation, impfzentrum, corona, krankheitserregern",6,2021-02-02 19:09:04.114285824+00:00
12030,3,"regenfaelle, meter, drei, steigt, feuerwehr",4,2021-02-02 19:09:04.114285824+00:00
12031,4,"norden, wetter, hochwasser, leegebruch, starkniederschlaege",1,2021-02-02 19:09:04.114285824+00:00
12032,5,"sturmwarnung, fast, straßen, unwetterwarnung, regenwand",1,2021-02-02 19:09:04.114285824+00:00
12033,6,"bundesland, sandsaeckle, muesli, trailrunning, amsterdam",1,2021-02-02 19:09:04.114285824+00:00
12034,8,"frankfurtoder, plant, schutz, bayerischer, westdeutschland",1,2021-02-02 19:09:04.114285824+00:00
12035,9,"ruft, spenden, stadt, hochwasser, hilfeleistung",1,2021-02-02 19:09:04.114285824+00:00
12036,11,"vollalarm, alarmstufe, sirenenalarm, probealarm, alarmsystem",1,2021-02-02 19:09:04.114285824+00:00
12037,14,"altstadt, spenden, hochwasser, waschen, davongekommen",2,2021-02-02 19:09:04.114285824+00:00
12038,22,"verlor, griese, waves, patriarchat, zwieback",1,2021-02-02 19:09:04.114285824+00:00
12039,25,"stadt, rums, pfarrstraße, otter, laschetlasset",1,2021-02-02 19:09:04.114285824+00:00
12040,27,"fußgaengerzone, hoch, gesperrt, benutzer, traktor",2,2021-02-02 19:09:04.114285824+00:00
12041,37,"trueb, edition, prognose, stadtgemeinde, wellenbad",2,2021-02-02 19:09:04.114285824+00:00
12042,42,"streeck, hegering, landesprogramm, eglv, riesenschaeden",2,2021-02-02 19:09:04.114285824+00:00
12043,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2021-02-02 19:09:04.114285824+00:00
12044,54,"befoerdert, stadt, prinzipiell, stgeorg, pyramide",1,2021-02-02 19:09:04.114285824+00:00
12045,62,"gastronomie, regulieren, wasserhaushalt, rambach, hipstermodekontrollgassi",1,2021-02-02 19:09:04.114285824+00:00
12046,63,"bienchen, grietherort, frachtschiff, kraefte, laufen",4,2021-02-02 19:09:04.114285824+00:00
12047,69,"konstant, stand, gt, cm, rhein",4,2021-02-02 19:09:04.114285824+00:00
12048,70,"musiker, medienhinweis, best, slovakia, norm",1,2021-02-02 19:09:04.114285824+00:00
12049,82,"schiff, panikmache, feuerwehr, kajak, sportboot",3,2021-02-02 19:09:04.114285824+00:00
12050,89,"kinzig, koenne, bundesstraße, strom, laut",3,2021-02-02 19:09:04.114285824+00:00
12051,90,"infek, sondergenehmigung, geoeffnet, unternehmenszahlen, flaechenversiegelung",1,2021-02-02 19:09:04.114285824+00:00
12052,92,"altstadt, sommerdeich, hafensperrtor, uebetschwemmung, westliche",1,2021-02-02 19:09:04.114285824+00:00
12053,94,"aktualisierte, info, liegt, mehr, pegel",4,2021-02-02 19:09:04.114285824+00:00
12054,95,"stadtautobahn, polizei, gesperrt, autobahnen, zugverkehr",1,2021-02-02 19:09:04.114285824+00:00
12055,99,"warnstufe, kreiselpumpen, atlascopco, dieselbetriebenen, stadionamsteg",1,2021-02-02 19:09:04.114285824+00:00
12056,104,"maintower, creutzburg, arbeitslosen, staatsarchiv, angestellte",1,2021-02-02 19:09:04.114285824+00:00
12057,109,"ddbnetzwerk, hanau, ortfuer, stochern, hundertprozentigen",2,2021-02-02 19:09:04.114285824+00:00
12058,121,"bundesland, freizeitpark, frontalzone, deltaflieger, lieblingsplakat",1,2021-02-02 19:09:04.114285824+00:00
12059,144,"rhein, benutzer, montagnachmittag, coach, landscape",1,2021-02-02 19:09:04.114285824+00:00
12060,149,"prognose, wasserstaende, stadtgemeinde, neujahrsempfang, jugendlicher",1,2021-02-02 19:09:04.114285824+00:00
12061,156,"wasserstand, xatar, rapper, shibainu, badvilbelhw",1,2021-02-02 19:09:04.114285824+00:00
12062,161,"normalerweise, orkanfriederike, pipeline, regenreicheren, rijnland",1,2021-02-02 19:09:04.114285824+00:00
12063,162,"wochenende, rhein, fasziniert, mittwochvormittag, kreispolizeibehoerden",1,2021-02-02 19:09:04.114285824+00:00
12064,163,"decken, fahrzeughalle, frieren, meistgelesen, einzureisen",1,2021-02-02 19:09:04.114285824+00:00
12065,176,"metropole, zuviel, millionen, wasserschaeden, leitungswasser",2,2021-02-02 19:09:04.114285824+00:00
12066,180,"mittwochmorgen, schaut, natur, helene, nordort",2,2021-02-02 19:09:04.114285824+00:00
12067,192,"frachtschiffes, ortschaeden, community, rasenplatz, untersuchungssauschuss",1,2021-02-02 19:09:04.114285824+00:00
12068,201,"bachelor, langsam, heiße, unterfinanziert, notuenterkuenften",1,2021-02-02 19:09:04.114285824+00:00
12069,210,"gravierendsten, rueckblick, geschichte, rhein, kimrylee",1,2021-02-02 19:09:04.114285824+00:00
12070,217,"optimismus, trotz, windows, radarsummenauswertung, euroticket",1,2021-02-02 19:09:04.114285824+00:00
12071,220,"brandcorps, feuerwehrstadtort, natternberger, datacom, sonde",1,2021-02-02 19:09:04.114285824+00:00
12072,241,"regnet, techtide, zeltstadd, norderstedter, chillen",2,2021-02-02 19:09:04.114285824+00:00
12073,244,"gonsbach, photooftheday, landscapephotography, river, triennale",2,2021-02-02 19:09:04.114285824+00:00
12074,257,"krisengebiet, prognosen, waddencleanup, drohnenflug, wasserspielplaetze",1,2021-02-02 19:09:04.114285824+00:00
12075,259,"experten, regionen, bedrohliche, luftaufnahmen, schweiger",1,2021-02-02 19:09:04.114285824+00:00
12076,284,"grietherort, stadtgemeinde, hose, bahnfahrer, karlshafen",1,2021-02-02 19:09:04.114285824+00:00
12077,314,"strom, jippih, gerberstadt, empire, salzgeruch",2,2021-02-02 19:09:04.114285824+00:00
12078,327,"kontrollierbar, massiver, stadtfuehrung, pfeiffer, klimaschutzp",1,2021-02-02 19:09:04.114285824+00:00
12079,342,"frachtschiffes, worktodo, ersterweltkrieg, ausstellungseroeffnung, lokalgeschichte",1,2021-02-02 19:09:04.114285824+00:00
12080,366,"bit, uferweg, gesperrt, stadtgemeinde, bahnhofstraße",1,2021-02-02 19:09:04.114285824+00:00
12081,407,"flussl, flach, mosel, goldener, graswarder",1,2021-02-02 19:09:04.114285824+00:00
12082,415,"wenige, schiffe, fataler, hadert, frenzel",1,2021-02-02 19:09:04.114285824+00:00
12083,423,"stadt, hochwasser, seekrankheit, barrieren, fliesenleger",1,2021-02-02 19:09:04.114285824+00:00
12084,430,"rhein, rhineside, durchpusten, drittgroeßte, fehlten",1,2021-02-02 19:09:04.114285824+00:00
12085,446,"rheingemeinde, zufahrtsstraßen, fernwaermeleitungen, durchsage, schlossortergtunnel",1,2021-02-02 19:09:04.114285824+00:00
12086,463,"ueberschreiten, prognose, flashflood, elbfaehre, stagnierend",1,2021-02-02 19:09:04.114285824+00:00
12087,464,"luftaufaufnahmen, productions, bestattungen, behoerdenmitarbeiter, zementwerk",1,2021-02-02 19:09:04.114285824+00:00
12088,469,"regnet, mosel, steigt, stagniert, holyshit",1,2021-02-02 19:09:04.114285824+00:00
12089,-1,"glaeserzell, sank, planken, recycelt, sandsackausgabe",51,2021-02-03 15:55:42.857142784+00:00
12090,0,"bundesland, wasserwirtschaftsaemter, genauere, unteren, hochwasser",28,2021-02-03 15:55:42.857142784+00:00
12091,2,"distanz, headline, warnungen, tauwetter, regen",3,2021-02-03 15:55:42.857142784+00:00
12092,3,"flussnaher, behalten, rheinpegel, leicht, auge",3,2021-02-03 15:55:42.857142784+00:00
12093,4,"methoden, plan, leegebruch, starkniederschlaege, kanalsiebe",2,2021-02-03 15:55:42.857142784+00:00
12094,5,"osthess, gerettet, alarm, region, unwetterwarnung",1,2021-02-03 15:55:42.857142784+00:00
12095,6,"hochwa, fenster, schule, buchneuerscheinung, muesli",2,2021-02-03 15:55:42.857142784+00:00
12096,8,"amphibienzug, beeindruckende, teilen, berliner, benutzer",2,2021-02-03 15:55:42.857142784+00:00
12097,9,"ruft, spenden, stadt, hochwasser, hilfeleistung",1,2021-02-03 15:55:42.857142784+00:00
12098,11,"alarmstufe, warnstufe, drei, sirenenalarm, probealarm",3,2021-02-03 15:55:42.857142784+00:00
12099,14,"ueberschwemmt, stadt, davongekommen, waschen, hausbesitzer",1,2021-02-03 15:55:42.857142784+00:00
12100,16,"bundesstraße, rhein, innenausschuss, interessensgebiete, irondicks",1,2021-02-03 15:55:42.857142784+00:00
12101,17,"landesamt, alarm, region, steigt, vorhersehba",2,2021-02-03 15:55:42.857142784+00:00
12102,22,"orsoy, ankom, griese, waves, patriarchat",2,2021-02-03 15:55:42.857142784+00:00
12103,27,"ueberschwemmt, traktor, stadt, gesperrt, abendstunden",1,2021-02-03 15:55:42.857142784+00:00
12104,28,"splits, polarwirbel, glaette, schneeschmelze, ueberschwemmt",2,2021-02-03 15:55:42.857142784+00:00
12105,31,"praezise, kaiserbruecke, elbufer, margretenhaun, schalenbau",1,2021-02-03 15:55:42.857142784+00:00
12106,33,"regenpause, fallen, wasserstaende, regenmenge, unwettergefahr",1,2021-02-03 15:55:42.857142784+00:00
12107,35,"entspannen, mountainbike, marientor, preiswerte, nothaft",1,2021-02-03 15:55:42.857142784+00:00
12108,39,"maintower, fuck, ueberrollt, gedaechtniskirche, kreiseuskirchen",1,2021-02-03 15:55:42.857142784+00:00
12109,49,"mwmusic, mcwitala, bilder, aufgewachsen, genuegen",2,2021-02-03 15:55:42.857142784+00:00
12110,54,"gruenflaechen, riesige, abgeschnitten, sturmtiefburglind, pyramide",1,2021-02-03 15:55:42.857142784+00:00
12111,56,"donnerstagmorgen, scheitelpunkt, morgen, rheinland, winters",2,2021-02-03 15:55:42.857142784+00:00
12112,59,"hoc, deutschlands, corona, benutzer, sieben",1,2021-02-03 15:55:42.857142784+00:00
12113,60,"gummistiefel, landkreis, nirgendwo, niedrige, jahreszeit",1,2021-02-03 15:55:42.857142784+00:00
12114,62,"betroffen, viele, wasserhaushalt, gesundheitlichen, reportern",2,2021-02-03 15:55:42.857142784+00:00
12115,64,"bausoftwarehaus, sonne, landesstiftung, flensburger, kirchgemeinden",1,2021-02-03 15:55:42.857142784+00:00
12116,65,"stadt, voraussichtlicher, stadtfest, streeck, amazonas",1,2021-02-03 15:55:42.857142784+00:00
12117,67,"schlimmer, heißluftballons, jugendmuseum, irgersdorf, unproblematisch",1,2021-02-03 15:55:42.857142784+00:00
12118,69,"konstant, stand, gt, cm, rhein",3,2021-02-03 15:55:42.857142784+00:00
12119,72,"didi, selektion, korbacher, buffalo, bodenverdichtung",1,2021-02-03 15:55:42.857142784+00:00
12120,73,"achtjaehriger, not, gerettet, landkreis, donut",1,2021-02-03 15:55:42.857142784+00:00
12121,77,"repo, katastrophen, unbearbeiteten, zeitdruck, lateinamerika",1,2021-02-03 15:55:42.857142784+00:00
12122,81,"mosel, up, aufklaerungsflug, finowkanal, klimananlagen",1,2021-02-03 15:55:42.857142784+00:00
12123,82,"riverboat, schiffsverkehrs, chance, kajak, schiffsansammlung",2,2021-02-03 15:55:42.857142784+00:00
12124,92,"rheinpegel, steigt, sommerdeich, weltuntergangswetter, rheinbett",1,2021-02-03 15:55:42.857142784+00:00
12125,94,"aktualisierte, info, liegt, mehr, pegel",6,2021-02-03 15:55:42.857142784+00:00
12126,95,"erwarten, autobahnen, zugverkehr, bahnverbindungen, grimmelshausenstr",1,2021-02-03 15:55:42.857142784+00:00
12127,97,"treffpunkt, freilandmuseum, jugendgaestehaus, jhd, landwehrbach",1,2021-02-03 15:55:42.857142784+00:00
12128,102,"riecht, historischen, innenstadt, verlierer, symbolisieren",1,2021-02-03 15:55:42.857142784+00:00
12129,108,"fuck, extra, airportlauf, spendet, seehofer",1,2021-02-03 15:55:42.857142784+00:00
12130,109,"top, gesperrt, wasser, seenotrettungskreuzer, ortfuer",1,2021-02-03 15:55:42.857142784+00:00
12131,117,"regenpause, fallen, wasserstaende, wetter, harry",2,2021-02-03 15:55:42.857142784+00:00
12132,118,"wasser, landkreis, untersuchungsausschuss, vorbereitung, sandsaecken",1,2021-02-03 15:55:42.857142784+00:00
12133,126,"kaninchen, tierschutzverein, kitten, muellekoven, ahrweiler",1,2021-02-03 15:55:42.857142784+00:00
12134,127,"touristen, entdeckt, rollstuhl, warnschuss, tisch",1,2021-02-03 15:55:42.857142784+00:00
12135,143,"krokusse, dockoog, lockte, ohhh, schalenbrunnen",1,2021-02-03 15:55:42.857142784+00:00
12136,144,"afterwork, montagnachmittag, weinzierl, landscape, hamjoeburg",1,2021-02-03 15:55:42.857142784+00:00
12137,148,"visitrlp, city, flood, hoffnung, staatsanwaltschaft",1,2021-02-03 15:55:42.857142784+00:00
12138,156,"fallend, wasserstand, xatar, rapper, filmfest",2,2021-02-03 15:55:42.857142784+00:00
12139,176,"wasserschaeden, leitungswasser, niederschlagswasser, potenzielle, grundwasser",1,2021-02-03 15:55:42.857142784+00:00
12140,182,"duesseldorf, fluss, rhein, gefeit, erleich",1,2021-02-03 15:55:42.857142784+00:00
12141,184,"zollhafen, butterhanne, booster, tagesausflug, skulptur",1,2021-02-03 15:55:42.857142784+00:00
12142,195,"blieb, dafuer, kommentare, niederlanden, studenten",1,2021-02-03 15:55:42.857142784+00:00
12143,203,"stadt, hochwasser, cellos, dankemerkel, kasselberg",1,2021-02-03 15:55:42.857142784+00:00
12144,205,"erneut, meldestufe, steigt, facetten, winterlichen",1,2021-02-03 15:55:42.857142784+00:00
12145,206,"eifelplatz, wettergeschehens, kunstrasenplatz, jedewocheeinbild, biketowork",1,2021-02-03 15:55:42.857142784+00:00
12146,209,"sued, streamen, studienort, ortsturmflu, flaechenbr",1,2021-02-03 15:55:42.857142784+00:00
12147,215,"koennten, regen, teams, regentaenze, anwalt",2,2021-02-03 15:55:42.857142784+00:00
12148,221,"niersteiner, steigender, ortpromenade, schutzmauer, dunes",1,2021-02-03 15:55:42.857142784+00:00
12149,224,"surferwellen, fußgaengerweg, hochdruckwetter, altenhafen, hagelschaden",2,2021-02-03 15:55:42.857142784+00:00
12150,226,"tcl, stadtgemeinde, ultraschoen, clock, feuerschiff",1,2021-02-03 15:55:42.857142784+00:00
12151,235,"extremsport, wakeboard, sensationellen, gummistiwwele, msfriedrich",1,2021-02-03 15:55:42.857142784+00:00
12152,251,"schifffahrten, rheingida, bootsverkehr, orangener, autofrei",2,2021-02-03 15:55:42.857142784+00:00
12153,272,"via, bienwaldbahn, abgeschalteten, dienstleistungsdirektion, wassermenge",1,2021-02-03 15:55:42.857142784+00:00
12154,275,"nordrhein, steigt, teletext, hotelschiffe, tieferliegenden",5,2021-02-03 15:55:42.857142784+00:00
12155,281,"mediathek, plottwist, sturmtiefbenjamin, schockierende, videoclip",1,2021-02-03 15:55:42.857142784+00:00
12156,290,"push, murx, fußballfelder, landkarte, sekretaerin",1,2021-02-03 15:55:42.857142784+00:00
12157,294,"luftmassengrenze, moderaten, bilder, umweltschutz, sanitaetskollegen",1,2021-02-03 15:55:42.857142784+00:00
12158,298,"everglades, vogelparadies, einmolimjahr, rheinpegel, priorisierung",2,2021-02-03 15:55:42.857142784+00:00
12159,299,"rheinwiesen, rheinpegel, weiterhin, fast, meter",2,2021-02-03 15:55:42.857142784+00:00
12160,307,"donnerstagmorgen, maenner, gaehnen, glaettegefahr, paraffin",1,2021-02-03 15:55:42.857142784+00:00
12161,330,"nordrhein, pfalz, venusexchange, pantyhose, logos",1,2021-02-03 15:55:42.857142784+00:00
12162,341,"absperrungen, wasserstand, rhein, ortboeen, boellerschuesse",1,2021-02-03 15:55:42.857142784+00:00
12163,348,"bezirk, eckwarderhoerne, schiffbilderde, borowka, kleeblatt",1,2021-02-03 15:55:42.857142784+00:00
12164,365,"gonsbach, normaler, photo, badortburg, straßensperrung",1,2021-02-03 15:55:42.857142784+00:00
12165,374,"stadt, verlorem, sanierungen, stoppt, wasserrohrbruch",1,2021-02-03 15:55:42.857142784+00:00
12166,380,"antidemokraten, ffn, liberalen, machterhaltungstrieb, christdemokratischen",1,2021-02-03 15:55:42.857142784+00:00
12167,392,"eingestellt, schifffahrt, casino, dsngerman, newsde",1,2021-02-03 15:55:42.857142784+00:00
12168,428,"ffm, weniger, glueck, fluxfm, riebling",1,2021-02-03 15:55:42.857142784+00:00
12169,438,"stand, rhein, medienbericht, havel, abend",1,2021-02-03 15:55:42.857142784+00:00
12170,446,"weiterhin, naehere, schlossortergtunnel, aort, fernwaermeleitungen",1,2021-02-03 15:55:42.857142784+00:00
12171,455,"mosel, stadtgemeinde, kommunalpolitischer, statikern, sommerbaustellen",1,2021-02-03 15:55:42.857142784+00:00
12172,469,"donnerstagmorgen, westfalen, stagniert, naehern, holyshit",1,2021-02-03 15:55:42.857142784+00:00
12173,475,"ueberlaufende, sensoren, wettertiming, arbeitskleidung, bosheit",1,2021-02-03 15:55:42.857142784+00:00
12174,-1,"shortnews, bahnersatzverkehrs, wasserstaend, niddaeinzugsgebiet, elbkai",26,2021-02-04 12:42:21.600000+00:00
12175,0,"wasserwirtschaftsaemter, meldestufe, bundesland, genauere, mittlerweile",21,2021-02-04 12:42:21.600000+00:00
12176,2,"weltrekord, versicherungsschutz, headline, schnell, krankheitserregern",3,2021-02-04 12:42:21.600000+00:00
12177,6,"flussabwaert, amsterdam, trailrunning, sandbank, regenbogen",1,2021-02-04 12:42:21.600000+00:00
12178,11,"alarmstufe, mosel, sirenenalarm, probealarm, alarmsystem",6,2021-02-04 12:42:21.600000+00:00
12179,15,"kilometerweise, verkehrsbehinderungen, bsverkehr, verkehrschaos, verkehrseinschraenkungen",1,2021-02-04 12:42:21.600000+00:00
12180,23,"vielerorts, mikroorganismen, dornroeschenschlaf, krimi, dachdecker",1,2021-02-04 12:42:21.600000+00:00
12181,27,"parkplaetze, elbe, woche, gesperrt, steigt",1,2021-02-04 12:42:21.600000+00:00
12182,28,"tauwetterbedingtes, gefrierend, schneefaelle, schneeschmelze, schneechaos",2,2021-02-04 12:42:21.600000+00:00
12183,31,"worms, wenige, stadtgemeinde, praezise, kaiserbruecke",1,2021-02-04 12:42:21.600000+00:00
12184,33,"regnet, landkreis, sommer, regenmenge, unwettergefahr",1,2021-02-04 12:42:21.600000+00:00
12185,44,"abwasserverbandes, mitarbeiter, not, schulkinder, schulzentrum",1,2021-02-04 12:42:21.600000+00:00
12186,47,"stadt, nikonz, nachrichtenagentu, imagefilm, wenholthausen",1,2021-02-04 12:42:21.600000+00:00
12187,50,"stadt, hochwasser, nk, januar, fischauktionshalle",1,2021-02-04 12:42:21.600000+00:00
12188,56,"freitag, heute, haie, winters, nebel",2,2021-02-04 12:42:21.600000+00:00
12189,61,"besten, auto, bilder, stadtgemeinde, thalkirchner",2,2021-02-04 12:42:21.600000+00:00
12190,65,"steigt, rhein, blitzeinschlag, stadtfest, voraussichtlicher",1,2021-02-04 12:42:21.600000+00:00
12191,69,"konstant, stand, gt, cm, rhein",3,2021-02-04 12:42:21.600000+00:00
12192,70,"duesseldorf, best, slovakia, uclfinal, db",1,2021-02-04 12:42:21.600000+00:00
12193,72,"kinzig, meteorologe, landkreise, schule, didi",2,2021-02-04 12:42:21.600000+00:00
12194,76,"freiwilligen, feuerwehren, ortufern, schneeschmelze, sibirischen",1,2021-02-04 12:42:21.600000+00:00
12195,79,"glaeserzell, wasser, land, pfuetze, ungewohnten",1,2021-02-04 12:42:21.600000+00:00
12196,82,"kajak, skatepark, autos, rhein, sportboot",2,2021-02-04 12:42:21.600000+00:00
12197,84,"schiffe, spiegel, steigerungen, michaelohnetwitter, naturpark",1,2021-02-04 12:42:21.600000+00:00
12198,94,"aktualisierte, info, liegt, mehr, pegel",6,2021-02-04 12:42:21.600000+00:00
12199,98,"stadtgemeinde, kirchenaustritten, win, praxen, blauen",1,2021-02-04 12:42:21.600000+00:00
